Ontology ID	OccO Label	Abilities
OCCO:43506100	"production, planning, and expediting clerks"	written comprehension| oral expression| oral comprehension| problem sensitivity| written expression| near vision
OCCO:43511100	"weighers, measurers, checkers, and samplers, recordkeeping"	near vision| written comprehension| problem sensitivity| category flexibility| selective attention| perceptual speed
OCCO:43601100	executive secretaries and executive administrative assistants	written expression| written comprehension| speech recognition| oral expression| oral comprehension| speech clarity
OCCO:43601400	"secretaries and administrative assistants, except legal, medical, and executive"	oral comprehension| written expression| written comprehension| oral expression| near vision| speech recognition
OCCO:43902100	data entry keyers	written comprehension| near vision| finger dexterity| speech recognition| perceptual speed| oral comprehension
OCCO:43902200	word processors and typists	near vision| written comprehension| speech recognition| oral comprehension| written expression| wrist-finger speed
OCCO:43903100	desktop publishers	near vision| visualization| information ordering| written comprehension| visual color discrimination| originality
OCCO:43905100	"mail clerks and mail machine operators, except postal service"	near vision| oral comprehension| written comprehension| speech recognition| manual dexterity| information ordering
OCCO:43906100	"office clerks, general"	oral expression| written comprehension| oral comprehension| written expression| speech recognition| speech clarity
OCCO:43907100	"office machine operators, except computer"	written comprehension| near vision| information ordering| oral expression| oral comprehension| selective attention
OCCO:43908100	proofreaders and copy markers	written comprehension| near vision| oral comprehension| written expression| oral expression| problem sensitivity
OCCO:43911100	statistical assistants	mathematical reasoning| written comprehension| number facility| written expression| oral comprehension| oral expression
OCCO:45201100	agricultural inspectors	problem sensitivity| oral comprehension| near vision| inductive reasoning| deductive reasoning| oral expression
OCCO:45202100	animal breeders	near vision| problem sensitivity| deductive reasoning| category flexibility| trunk strength| static strength
OCCO:45204100	"graders and sorters, agricultural products"	near vision| manual dexterity| category flexibility| oral comprehension| finger dexterity| trunk strength
OCCO:45209100	agricultural equipment operators	multilimb coordination| control precision| near vision| manual dexterity| depth perception| arm-hand steadiness
OCCO:45209300	"farmworkers, farm, ranch, and aquacultural animals"	problem sensitivity| control precision| arm-hand steadiness| oral comprehension| static strength| oral expression
OCCO:45401100	forest and conservation workers	problem sensitivity| oral expression| oral comprehension| static strength| information ordering| deductive reasoning
OCCO:45402100	fallers	reaction time| multilimb coordination| control precision| static strength| speed of limb movement| manual dexterity
OCCO:45402200	logging equipment operators	control precision| reaction time| multilimb coordination| arm-hand steadiness| depth perception| response orientation
OCCO:45402300	log graders and scalers	near vision| problem sensitivity| oral expression| oral comprehension| inductive reasoning| deductive reasoning
OCCO:47101100	first-line supervisors of construction trades and extraction workers	oral comprehension| problem sensitivity| oral expression| near vision| information ordering| inductive reasoning
OCCO:47101103	solar energy installation managers	written comprehension| oral comprehension| oral expression| written expression| problem sensitivity| near vision
OCCO:47201100	boilermakers	problem sensitivity| near vision| finger dexterity| control precision| arm-hand steadiness| manual dexterity
OCCO:47202100	brickmasons and blockmasons	trunk strength| extent flexibility| static strength| near vision| manual dexterity| arm-hand steadiness
OCCO:47202200	stonemasons	trunk strength| static strength| arm-hand steadiness| stamina| problem sensitivity| near vision
OCCO:47204100	carpet installers	trunk strength| problem sensitivity| extent flexibility| static strength| near vision| visualization
OCCO:47204200	"floor layers, except carpet, wood, and hard tiles"	near vision| extent flexibility| oral comprehension| arm-hand steadiness| static strength| problem sensitivity
OCCO:47204300	floor sanders and finishers	multilimb coordination| arm-hand steadiness| trunk strength| manual dexterity| control precision| near vision
OCCO:47205100	cement masons and concrete finishers	manual dexterity| trunk strength| near vision| multilimb coordination| control precision| arm-hand steadiness
OCCO:47205300	terrazzo workers and finishers	manual dexterity| trunk strength| near vision| multilimb coordination| arm-hand steadiness| finger dexterity
OCCO:47206100	construction laborers	manual dexterity| arm-hand steadiness| static strength| multilimb coordination| oral comprehension| control precision
OCCO:47207100	"paving, surfacing, and tamping equipment operators"	problem sensitivity| control precision| multilimb coordination| rate control| reaction time| oral comprehension
OCCO:47207300	operating engineers and other construction equipment operators	control precision| multilimb coordination| depth perception| near vision| far vision| rate control
OCCO:47208100	drywall and ceiling tile installers	trunk strength| near vision| manual dexterity| extent flexibility| arm-hand steadiness| gross body equilibrium
OCCO:47208200	tapers	near vision| trunk strength| multilimb coordination| manual dexterity| extent flexibility| arm-hand steadiness
OCCO:47211100	electricians	problem sensitivity| near vision| inductive reasoning| deductive reasoning| visual color discrimination| oral comprehension
OCCO:47212100	glaziers	near vision| arm-hand steadiness| manual dexterity| trunk strength| multilimb coordination| information ordering
OCCO:47213100	"insulation workers, floor, ceiling, and wall"	extent flexibility| multilimb coordination| manual dexterity| trunk strength| gross body equilibrium| control precision
OCCO:47213200	"insulation workers, mechanical"	oral expression| oral comprehension| arm-hand steadiness| problem sensitivity| near vision| manual dexterity
OCCO:47214100	"painters, construction and maintenance"	arm-hand steadiness| trunk strength| visual color discrimination| near vision| gross body equilibrium| extent flexibility
OCCO:47214200	paperhangers	near vision| manual dexterity| arm-hand steadiness| multilimb coordination| extent flexibility| trunk strength
OCCO:47215100	pipelayers	oral comprehension| control precision| arm-hand steadiness| near vision| oral expression| extent flexibility
OCCO:47215200	"plumbers, pipefitters, and steamfitters"	problem sensitivity| near vision| finger dexterity| extent flexibility| deductive reasoning| oral comprehension
OCCO:47215204	solar thermal installers and technicians	oral comprehension| speech recognition| near vision| written comprehension| problem sensitivity| oral expression
OCCO:47216100	plasterers and stucco masons	near vision| manual dexterity| arm-hand steadiness| trunk strength| extent flexibility| static strength
OCCO:47217100	reinforcing iron and rebar workers	trunk strength| static strength| multilimb coordination| manual dexterity| extent flexibility| arm-hand steadiness
OCCO:47218100	roofers	gross body equilibrium| trunk strength| problem sensitivity| extent flexibility| near vision| multilimb coordination
OCCO:47221100	sheet metal workers	near vision| visualization| multilimb coordination| information ordering| trunk strength| selective attention
OCCO:47222100	structural iron and steel workers	static strength| multilimb coordination| visualization| near vision| manual dexterity| arm-hand steadiness
OCCO:47223100	solar photovoltaic installers	problem sensitivity| visualization| near vision| information ordering| finger dexterity| deductive reasoning
OCCO:47301100	"helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters"	trunk strength| static strength| multilimb coordination| near vision| arm-hand steadiness| manual dexterity
OCCO:47301200	helpers--carpenters	near vision| manual dexterity| arm-hand steadiness| static strength| problem sensitivity| multilimb coordination
OCCO:47301300	helpers--electricians	near vision| manual dexterity| problem sensitivity| information ordering| multilimb coordination| finger dexterity
OCCO:47301400	"helpers--painters, paperhangers, plasterers, and stucco masons"	trunk strength| static strength| manual dexterity| gross body equilibrium| extent flexibility| arm-hand steadiness
OCCO:47301500	"helpers--pipelayers, plumbers, pipefitters, and steamfitters"	manual dexterity| multilimb coordination| arm-hand steadiness| trunk strength| problem sensitivity| oral comprehension
OCCO:47301600	helpers--roofers	trunk strength| manual dexterity| gross body equilibrium| multilimb coordination| visualization| speech clarity
OCCO:47401100	construction and building inspectors	problem sensitivity| inductive reasoning| deductive reasoning| written comprehension| oral expression| oral comprehension
OCCO:47401101	energy auditors	written comprehension| problem sensitivity| oral expression| oral comprehension| written expression| number facility
OCCO:47403100	fence erectors	multilimb coordination| manual dexterity| trunk strength| static strength| arm-hand steadiness| finger dexterity
OCCO:47404100	hazardous materials removal workers	problem sensitivity| oral comprehension| control precision| oral expression| near vision| written expression
OCCO:47405100	highway maintenance workers	multilimb coordination| control precision| static strength| problem sensitivity| oral comprehension| arm-hand steadiness
OCCO:47406100	rail-track laying and maintenance equipment operators	control precision| multilimb coordination| manual dexterity| reaction time| problem sensitivity| far vision
OCCO:47407100	septic tank servicers and sewer pipe cleaners	manual dexterity| control precision| problem sensitivity| oral comprehension| multilimb coordination| flexibility of closure
OCCO:47409100	segmental pavers	oral expression| oral comprehension| multilimb coordination| control precision| speech recognition| problem sensitivity
OCCO:47409903	weatherization installers and technicians	problem sensitivity| near vision| manual dexterity| oral expression| oral comprehension| speech recognition
OCCO:47501100	"derrick operators, oil and gas"	multilimb coordination| control precision| reaction time| manual dexterity| arm-hand steadiness| static strength
OCCO:47501200	"rotary drill operators, oil and gas"	problem sensitivity| control precision| near vision| multilimb coordination| manual dexterity| arm-hand steadiness
OCCO:47502300	"earth drillers, except oil and gas"	control precision| reaction time| multilimb coordination| arm-hand steadiness| manual dexterity| depth perception
OCCO:47503200	"explosives workers, ordnance handling experts, and blasters"	problem sensitivity| near vision| manual dexterity| oral comprehension| information ordering| inductive reasoning
OCCO:47504100	continuous mining machine operators	control precision| arm-hand steadiness| reaction time| problem sensitivity| multilimb coordination| rate control
OCCO:47504300	"roof bolters, mining"	control precision| arm-hand steadiness| manual dexterity| extent flexibility| reaction time| problem sensitivity
OCCO:47505100	"rock splitters, quarry"	arm-hand steadiness| multilimb coordination| static strength| control precision| trunk strength| near vision
OCCO:47507100	"roustabouts, oil and gas"	problem sensitivity| multilimb coordination| manual dexterity| near vision| control precision| trunk strength
OCCO:47508100	helpers--extraction workers	manual dexterity| arm-hand steadiness| reaction time| multilimb coordination| control precision| static strength
OCCO:49101100	"first-line supervisors of mechanics, installers, and repairers"	written comprehension| oral expression| oral comprehension| speech recognition| speech clarity| problem sensitivity
OCCO:49201100	"computer, automated teller, and office machine repairers"	near vision| oral comprehension| problem sensitivity| oral expression| written comprehension| speech recognition
OCCO:49202100	"radio, cellular, and tower equipment installers and repairers"	problem sensitivity| near vision| finger dexterity| deductive reasoning| oral comprehension| information ordering
OCCO:49202200	"telecommunications equipment installers and repairers, except line installers"	visual color discrimination| problem sensitivity| oral comprehension| near vision| arm-hand steadiness| manual dexterity
OCCO:49209100	avionics technicians	written comprehension| problem sensitivity| oral comprehension| near vision| information ordering| written expression
OCCO:49209200	"electric motor, power tool, and related repairers"	finger dexterity| problem sensitivity| near vision| manual dexterity| arm-hand steadiness| information ordering
OCCO:49209300	"electrical and electronics installers and repairers, transportation equipment"	arm-hand steadiness| problem sensitivity| near vision| manual dexterity| oral comprehension| finger dexterity
OCCO:49209400	"electrical and electronics repairers, commercial and industrial equipment"	problem sensitivity| near vision| manual dexterity| finger dexterity| deductive reasoning| arm-hand steadiness
OCCO:49209500	"electrical and electronics repairers, powerhouse, substation, and relay"	near vision| problem sensitivity| oral comprehension| arm-hand steadiness| written comprehension| oral expression
OCCO:49209600	"electronic equipment installers and repairers, motor vehicles"	near vision| finger dexterity| arm-hand steadiness| visual color discrimination| visualization| problem sensitivity
OCCO:49209800	security and fire alarm systems installers	problem sensitivity| oral comprehension| oral expression| near vision| manual dexterity| information ordering
OCCO:49301100	aircraft mechanics and service technicians	written comprehension| problem sensitivity| information ordering| finger dexterity| control precision| near vision
OCCO:49302100	automotive body and related repairers	oral comprehension| near vision| manual dexterity| information ordering| visualization| trunk strength
OCCO:49302200	automotive glass installers and repairers	near vision| static strength| multilimb coordination| manual dexterity| visualization| speech recognition
OCCO:49303100	bus and truck mechanics and diesel engine specialists	near vision| problem sensitivity| manual dexterity| finger dexterity| multilimb coordination| hearing sensitivity
OCCO:49304100	farm equipment mechanics and service technicians	multilimb coordination| manual dexterity| control precision| finger dexterity| arm-hand steadiness| visualization
OCCO:49304200	"mobile heavy equipment mechanics, except engines"	manual dexterity| control precision| near vision| finger dexterity| extent flexibility| problem sensitivity
OCCO:49304300	rail car repairers	multilimb coordination| manual dexterity| control precision| arm-hand steadiness| static strength| finger dexterity
OCCO:49305100	motorboat mechanics and service technicians	problem sensitivity| manual dexterity| inductive reasoning| deductive reasoning| arm-hand steadiness| finger dexterity
OCCO:49305200	motorcycle mechanics	manual dexterity| hearing sensitivity| near vision| finger dexterity| deductive reasoning| problem sensitivity
OCCO:49305300	outdoor power equipment and other small engine mechanics	finger dexterity| arm-hand steadiness| near vision| manual dexterity| control precision| visualization
OCCO:49309100	bicycle repairers	visualization| near vision| finger dexterity| manual dexterity| arm-hand steadiness| problem sensitivity
OCCO:49309200	recreational vehicle service technicians	near vision| problem sensitivity| oral expression| oral comprehension| manual dexterity| control precision
OCCO:49309300	tire repairers and changers	trunk strength| multilimb coordination| manual dexterity| static strength| near vision| extent flexibility
OCCO:49901100	mechanical door repairers	manual dexterity| arm-hand steadiness| near vision| trunk strength| problem sensitivity| static strength
OCCO:49901200	"control and valve installers and repairers, except mechanical door"	problem sensitivity| oral comprehension| near vision| oral expression| information ordering| deductive reasoning
OCCO:49903100	home appliance repairers	arm-hand steadiness| problem sensitivity| oral expression| near vision| manual dexterity| finger dexterity
OCCO:49904100	industrial machinery mechanics	manual dexterity| arm-hand steadiness| reaction time| multilimb coordination| finger dexterity| control precision
OCCO:49904300	"maintenance workers, machinery"	arm-hand steadiness| problem sensitivity| near vision| written comprehension| visualization| oral comprehension
OCCO:49904400	millwrights	manual dexterity| finger dexterity| control precision| near vision| multilimb coordination| arm-hand steadiness
OCCO:49904500	"refractory materials repairers, except brickmasons"	arm-hand steadiness| near vision| extent flexibility| oral comprehension| multilimb coordination| manual dexterity
OCCO:49905100	electrical power-line installers and repairers	problem sensitivity| near vision| multilimb coordination| arm-hand steadiness| oral comprehension| manual dexterity
OCCO:49905200	telecommunications line installers and repairers	oral expression| oral comprehension| near vision| problem sensitivity| extent flexibility| arm-hand steadiness
OCCO:49906100	camera and photographic equipment repairers	near vision| visualization| finger dexterity| problem sensitivity| arm-hand steadiness| written comprehension
OCCO:49906200	medical equipment repairers	problem sensitivity| finger dexterity| near vision| deductive reasoning| information ordering| inductive reasoning
OCCO:49906300	musical instrument repairers and tuners	hearing sensitivity| manual dexterity| finger dexterity| arm-hand steadiness| near vision| control precision
OCCO:49907100	"maintenance and repair workers, general"	near vision| manual dexterity| arm-hand steadiness| problem sensitivity| information ordering| visualization
OCCO:49908100	wind turbine service technicians	problem sensitivity| oral comprehension| near vision| deductive reasoning| manual dexterity| finger dexterity
OCCO:49909100	"coin, vending, and amusement machine servicers and repairers"	manual dexterity| finger dexterity| near vision| control precision| arm-hand steadiness| multilimb coordination
OCCO:49909200	commercial divers	oral comprehension| problem sensitivity| oral expression| arm-hand steadiness| multilimb coordination| control precision
OCCO:49909400	locksmiths and safe repairers	arm-hand steadiness| near vision| oral expression| oral comprehension| control precision| information ordering
OCCO:49909500	manufactured building and mobile home installers	multilimb coordination| control precision| manual dexterity| arm-hand steadiness| reaction time| problem sensitivity
OCCO:49909600	riggers	problem sensitivity| visualization| multilimb coordination| manual dexterity| depth perception| control precision
OCCO:49909700	signal and track switch repairers	problem sensitivity| manual dexterity| finger dexterity| visualization| visual color discrimination| multilimb coordination
OCCO:49909800	"helpers--installation, maintenance, and repair workers"	manual dexterity| control precision| near vision| multilimb coordination| arm-hand steadiness| trunk strength
OCCO:49909901	geothermal technicians	problem sensitivity| near vision| perceptual speed| deductive reasoning| control precision| written expression
OCCO:51101100	first-line supervisors of production and operating workers	problem sensitivity| oral expression| oral comprehension| deductive reasoning| written comprehension| speech recognition
OCCO:51201100	"aircraft structure, surfaces, rigging, and systems assemblers"	problem sensitivity| near vision| finger dexterity| visualization| manual dexterity| information ordering
OCCO:51202100	"coil winders, tapers, and finishers"	arm-hand steadiness| manual dexterity| near vision| control precision| selective attention| problem sensitivity
OCCO:51202200	electrical and electronic equipment assemblers	near vision| finger dexterity| oral comprehension| manual dexterity| arm-hand steadiness| information ordering
OCCO:51202300	electromechanical equipment assemblers	near vision| finger dexterity| arm-hand steadiness| manual dexterity| problem sensitivity| information ordering
OCCO:51203100	engine and other machine assemblers	arm-hand steadiness| manual dexterity| finger dexterity| near vision| visualization| static strength
OCCO:51204100	structural metal fabricators and fitters	arm-hand steadiness| near vision| multilimb coordination| control precision| visualization| manual dexterity
OCCO:51205100	fiberglass laminators and fabricators	multilimb coordination| trunk strength| arm-hand steadiness| problem sensitivity| static strength| perceptual speed
OCCO:51206100	timing device assemblers and adjusters	finger dexterity| arm-hand steadiness| near vision| problem sensitivity| manual dexterity| visualization
OCCO:51209200	team assemblers	manual dexterity| problem sensitivity| finger dexterity| oral comprehension| near vision| information ordering
OCCO:51301100	bakers	near vision| oral comprehension| visual color discrimination| speech recognition| problem sensitivity| oral expression
OCCO:51302100	butchers and meat cutters	near vision| manual dexterity| arm-hand steadiness| problem sensitivity| oral expression| oral comprehension
OCCO:51302200	"meat, poultry, and fish cutters and trimmers"	arm-hand steadiness| near vision| control precision| trunk strength| selective attention| oral expression
OCCO:51302300	slaughterers and meat packers	arm-hand steadiness| finger dexterity| near vision| manual dexterity| trunk strength| static strength
OCCO:51309100	"food and tobacco roasting, baking, and drying machine operators and tenders"	near vision| problem sensitivity| speech recognition| selective attention| perceptual speed| oral comprehension
OCCO:51309200	food batchmakers	information ordering| near vision| problem sensitivity| oral comprehension| written comprehension| manual dexterity
OCCO:51309300	food cooking machine operators and tenders	problem sensitivity| written comprehension| oral comprehension| near vision| information ordering| control precision
OCCO:51402100	"extruding and drawing machine setters, operators, and tenders, metal and plastic"	control precision| reaction time| multilimb coordination| manual dexterity| rate control| problem sensitivity
OCCO:51402200	"forging machine setters, operators, and tenders, metal and plastic"	near vision| oral comprehension| written comprehension| problem sensitivity| oral expression| information ordering
OCCO:51402300	"rolling machine setters, operators, and tenders, metal and plastic"	problem sensitivity| reaction time| near vision| control precision| rate control| multilimb coordination
OCCO:51403100	"cutting, punching, and press machine setters, operators, and tenders, metal and plastic"	arm-hand steadiness| control precision| near vision| reaction time| problem sensitivity| manual dexterity
OCCO:51403200	"drilling and boring machine tool setters, operators, and tenders, metal and plastic"	near vision| control precision| arm-hand steadiness| written comprehension| problem sensitivity| oral comprehension
OCCO:51403300	"grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic"	control precision| near vision| manual dexterity| reaction time| problem sensitivity| multilimb coordination
OCCO:51403400	"lathe and turning machine tool setters, operators, and tenders, metal and plastic"	control precision| arm-hand steadiness| reaction time| near vision| finger dexterity| problem sensitivity
OCCO:51403500	"milling and planing machine setters, operators, and tenders, metal and plastic"	manual dexterity| near vision| arm-hand steadiness| selective attention| reaction time| problem sensitivity
OCCO:51404100	machinists	manual dexterity| arm-hand steadiness| finger dexterity| control precision| near vision| multilimb coordination
OCCO:51405100	metal-refining furnace operators and tenders	control precision| problem sensitivity| near vision| manual dexterity| reaction time| arm-hand steadiness
OCCO:51405200	"pourers and casters, metal"	arm-hand steadiness| control precision| manual dexterity| perceptual speed| oral comprehension| near vision
OCCO:51406100	"model makers, metal and plastic"	near vision| visualization| arm-hand steadiness| reaction time| problem sensitivity| manual dexterity
OCCO:51406200	"patternmakers, metal and plastic"	near vision| arm-hand steadiness| visualization| problem sensitivity| manual dexterity| control precision
OCCO:51407100	foundry mold and coremakers	manual dexterity| trunk strength| finger dexterity| static strength| multilimb coordination| arm-hand steadiness
OCCO:51407200	"molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic"	arm-hand steadiness| manual dexterity| multilimb coordination| control precision| perceptual speed| near vision
OCCO:51408100	"multiple machine tool setters, operators, and tenders, metal and plastic"	control precision| problem sensitivity| manual dexterity| arm-hand steadiness| near vision| visualization
OCCO:51411100	tool and die makers	visualization| near vision| problem sensitivity| oral expression| written comprehension| oral comprehension
OCCO:51412200	"welding, soldering, and brazing machine setters, operators, and tenders"	near vision| control precision| manual dexterity| visualization| problem sensitivity| oral expression
OCCO:51419100	"heat treating equipment setters, operators, and tenders, metal and plastic"	arm-hand steadiness| reaction time| multilimb coordination| problem sensitivity| near vision| manual dexterity
OCCO:51419200	"layout workers, metal and plastic"	near vision| visualization| arm-hand steadiness| problem sensitivity| manual dexterity| information ordering
OCCO:51419400	"tool grinders, filers, and sharpeners"	arm-hand steadiness| manual dexterity| finger dexterity| control precision| near vision| visualization
OCCO:51511100	prepress technicians and workers	near vision| visualization| visual color discrimination| problem sensitivity| inductive reasoning| written comprehension
OCCO:51511200	printing press operators	near vision| problem sensitivity| written comprehension| visualization| visual color discrimination| oral comprehension
OCCO:51511300	print binding and finishing workers	problem sensitivity| near vision| finger dexterity| oral expression| oral comprehension| manual dexterity
OCCO:51601100	laundry and dry-cleaning workers	arm-hand steadiness| speech recognition| oral expression| oral comprehension| near vision| manual dexterity
OCCO:51602100	"pressers, textile, garment, and related materials"	manual dexterity| arm-hand steadiness| near vision| control precision| multilimb coordination| finger dexterity
OCCO:51603100	sewing machine operators	arm-hand steadiness| manual dexterity| control precision| near vision| finger dexterity| rate control
OCCO:51604100	shoe and leather workers and repairers	near vision| manual dexterity| finger dexterity| arm-hand steadiness| multilimb coordination| control precision
OCCO:51604200	shoe machine operators and tenders	near vision| control precision| arm-hand steadiness| manual dexterity| oral comprehension| finger dexterity
OCCO:51605100	"sewers, hand"	arm-hand steadiness| manual dexterity| finger dexterity| near vision| visualization| control precision
OCCO:51605200	"tailors, dressmakers, and custom sewers"	visualization| finger dexterity| arm-hand steadiness| oral comprehension| near vision| control precision
OCCO:51606100	textile bleaching and dyeing machine operators and tenders	control precision| arm-hand steadiness| oral expression| oral comprehension| near vision| speech recognition
OCCO:51606200	"textile cutting machine setters, operators, and tenders"	arm-hand steadiness| multilimb coordination| near vision| manual dexterity| control precision| visual color discrimination
OCCO:51606300	"textile knitting and weaving machine setters, operators, and tenders"	arm-hand steadiness| finger dexterity| control precision| multilimb coordination| manual dexterity| trunk strength
OCCO:51606400	"textile winding, twisting, and drawing out machine setters, operators, and tenders"	arm-hand steadiness| reaction time| multilimb coordination| manual dexterity| visual color discrimination| trunk strength
OCCO:51609100	"extruding and forming machine setters, operators, and tenders, synthetic and glass fibers"	control precision| problem sensitivity| oral comprehension| finger dexterity| reaction time| oral expression
OCCO:51609200	fabric and apparel patternmakers	visualization| near vision| originality| information ordering| written comprehension| oral expression
OCCO:51609300	upholsterers	manual dexterity| finger dexterity| arm-hand steadiness| near vision| visual color discrimination| multilimb coordination
OCCO:51701100	cabinetmakers and bench carpenters	near vision| manual dexterity| finger dexterity| arm-hand steadiness| control precision| trunk strength
OCCO:51702100	furniture finishers	near vision| visual color discrimination| arm-hand steadiness| manual dexterity| control precision| visualization
OCCO:51703100	"model makers, wood"	finger dexterity| arm-hand steadiness| problem sensitivity| near vision| control precision| oral comprehension
OCCO:51703200	"patternmakers, wood"	manual dexterity| arm-hand steadiness| reaction time| near vision| control precision| multilimb coordination
OCCO:51704100	"sawing machine setters, operators, and tenders, wood"	control precision| near vision| manual dexterity| arm-hand steadiness| reaction time| rate control
OCCO:51704200	"woodworking machine setters, operators, and tenders, except sawing"	reaction time| near vision| manual dexterity| control precision| oral comprehension| trunk strength
OCCO:51801100	nuclear power reactor operators	problem sensitivity| written comprehension| oral expression| oral comprehension| information ordering| perceptual speed
OCCO:51801200	power distributors and dispatchers	problem sensitivity| oral expression| oral comprehension| written comprehension| near vision| inductive reasoning
OCCO:51801300	power plant operators	oral comprehension| problem sensitivity| oral expression| deductive reasoning| near vision| information ordering
OCCO:51801303	biomass plant technicians	near vision| control precision| problem sensitivity| written comprehension| perceptual speed| oral expression
OCCO:51801304	hydroelectric plant technicians	problem sensitivity| near vision| inductive reasoning| deductive reasoning| oral comprehension| information ordering
OCCO:51802100	stationary engineers and boiler operators	problem sensitivity| oral expression| oral comprehension| near vision| information ordering| control precision
OCCO:51803100	water and wastewater treatment plant and system operators	oral expression| oral comprehension| written comprehension| near vision| deductive reasoning| problem sensitivity
OCCO:51809100	chemical plant and system operators	selective attention| problem sensitivity| near vision| oral expression| oral comprehension| deductive reasoning
OCCO:51809200	gas plant operators	auditory attention| perceptual speed| problem sensitivity| near vision| reaction time| far vision
OCCO:51809300	"petroleum pump system operators, refinery operators, and gaugers"	problem sensitivity| perceptual speed| selective attention| near vision| information ordering| auditory attention
OCCO:51809901	biofuels processing technicians	written comprehension| speech recognition| oral expression| oral comprehension| control precision| visual color discrimination
OCCO:51901100	chemical equipment operators and tenders	problem sensitivity| oral expression| oral comprehension| near vision| control precision| written comprehension
OCCO:51901200	"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders"	near vision| perceptual speed| problem sensitivity| information ordering| arm-hand steadiness| reaction time
OCCO:51902100	"crushing, grinding, and polishing machine setters, operators, and tenders"	multilimb coordination| reaction time| rate control| near vision| manual dexterity| control precision
OCCO:51902200	"grinding and polishing workers, hand"	arm-hand steadiness| manual dexterity| finger dexterity| control precision| near vision| multilimb coordination
OCCO:51902300	"mixing and blending machine setters, operators, and tenders"	near vision| arm-hand steadiness| written comprehension| problem sensitivity| manual dexterity| information ordering
OCCO:51903100	"cutters and trimmers, hand"	manual dexterity| near vision| finger dexterity| arm-hand steadiness| oral comprehension| visual color discrimination
OCCO:51903200	"cutting and slicing machine setters, operators, and tenders"	near vision| finger dexterity| control precision| arm-hand steadiness| problem sensitivity| manual dexterity
OCCO:51904100	"extruding, forming, pressing, and compacting machine setters, operators, and tenders"	reaction time| rate control| perceptual speed| arm-hand steadiness| problem sensitivity| near vision
OCCO:51905100	"furnace, kiln, oven, drier, and kettle operators and tenders"	problem sensitivity| control precision| written comprehension| oral comprehension| speech recognition| near vision
OCCO:51906100	"inspectors, testers, sorters, samplers, and weighers"	oral expression| oral comprehension| near vision| written comprehension| problem sensitivity| flexibility of closure
OCCO:51907106	gem and diamond workers	near vision| finger dexterity| arm-hand steadiness| visual color discrimination| problem sensitivity| manual dexterity
OCCO:51908100	dental laboratory technicians	finger dexterity| near vision| control precision| arm-hand steadiness| visualization| information ordering
OCCO:51908200	medical appliance technicians	problem sensitivity| oral comprehension| near vision| visualization| oral expression| deductive reasoning
OCCO:51908300	ophthalmic laboratory technicians	near vision| finger dexterity| arm-hand steadiness| manual dexterity| control precision| deductive reasoning
OCCO:51911100	packaging and filling machine operators and tenders	arm-hand steadiness| problem sensitivity| perceptual speed| oral expression| oral comprehension| near vision
OCCO:51912300	"painting, coating, and decorating workers"	arm-hand steadiness| near vision| visual color discrimination| manual dexterity| finger dexterity| oral expression
OCCO:51912400	"coating, painting, and spraying machine setters, operators, and tenders"	near vision| visual color discrimination| control precision| manual dexterity| arm-hand steadiness| information ordering
OCCO:51915100	photographic process workers and processing machine operators	near vision| visual color discrimination| oral comprehension| oral expression| written comprehension| selective attention
OCCO:51919100	adhesive bonding machine operators and tenders	static strength| manual dexterity| arm-hand steadiness| trunk strength| near vision| control precision
OCCO:51919200	"cleaning, washing, and metal pickling equipment operators and tenders"	near vision| perceptual speed| information ordering| control precision| arm-hand steadiness| trunk strength
OCCO:51919300	cooling and freezing equipment operators and tenders	near vision| problem sensitivity| deductive reasoning| perceptual speed| arm-hand steadiness| trunk strength
OCCO:51919400	etchers and engravers	near vision| control precision| arm-hand steadiness| oral comprehension| selective attention| oral expression
OCCO:51919503	"stone cutters and carvers, manufacturing"	arm-hand steadiness| near vision| manual dexterity| control precision| finger dexterity| visualization
OCCO:51919504	"glass blowers, molders, benders, and finishers"	near vision| arm-hand steadiness| reaction time| control precision| visualization| visual color discrimination
OCCO:51919505	"potters, manufacturing"	arm-hand steadiness| finger dexterity| control precision| manual dexterity| visualization| near vision
OCCO:51919600	"paper goods machine setters, operators, and tenders"	near vision| problem sensitivity| control precision| arm-hand steadiness| selective attention| manual dexterity
OCCO:51919700	tire builders	rate control| multilimb coordination| manual dexterity| arm-hand steadiness| control precision| trunk strength
OCCO:51919800	helpers--production workers	near vision| trunk strength| static strength| manual dexterity| control precision| problem sensitivity
OCCO:53104100	aircraft cargo handling supervisors	oral expression| oral comprehension| problem sensitivity| far vision| deductive reasoning| selective attention
OCCO:53104200	"first-line supervisors of helpers, laborers, and material movers, hand"	oral expression| oral comprehension| speech recognition| speech clarity| problem sensitivity| deductive reasoning
OCCO:53104201	recycling coordinators	oral expression| oral comprehension| speech recognition| speech clarity| deductive reasoning| information ordering
OCCO:53201100	"airline pilots, copilots, and flight engineers"	control precision| response orientation| problem sensitivity| spatial orientation| written comprehension| reaction time
OCCO:53201200	commercial pilots	problem sensitivity| near vision| far vision| control precision| response orientation| oral expression
OCCO:53202100	air traffic controllers	problem sensitivity| oral expression| oral comprehension| selective attention| deductive reasoning| speed of closure
