Ontology ID	OccO Label	Skills
OCCO:41901100	demonstrators and product promoters	Speaking|Active Listening|Persuasion|Service Orientation|Reading Comprehension|Writing
OCCO:41901200	models	Social Perceptiveness|Time Management|Active Listening|Speaking|Reading Comprehension|Critical Thinking
OCCO:41902100	real estate brokers	Speaking|Reading Comprehension|Critical Thinking|Active Listening|Negotiation|Active Learning
OCCO:41902200	real estate sales agents	Speaking|Persuasion|Negotiation|Active Listening|Social Perceptiveness|Coordination
OCCO:41903100	sales engineers	Persuasion|Speaking|Social Perceptiveness|Reading Comprehension|Critical Thinking|Active Listening
OCCO:41904100	telemarketers	Speaking|Persuasion|Active Listening|Social Perceptiveness|Service Orientation|Reading Comprehension
OCCO:43101100	first-line supervisors of office and administrative support workers	Speaking|Social Perceptiveness|Reading Comprehension|Monitoring|Coordination|Active Listening
OCCO:43201100	"switchboard operators, including answering service"	Speaking|Active Listening|Social Perceptiveness|Writing|Service Orientation|Reading Comprehension
OCCO:43202100	telephone operators	Speaking|Active Listening|Service Orientation|Social Perceptiveness|Reading Comprehension|Critical Thinking
OCCO:43301100	bill and account collectors	Speaking|Active Listening|Social Perceptiveness|Persuasion|Reading Comprehension|Negotiation
OCCO:43303100	"bookkeeping, accounting, and auditing clerks"	Speaking|Reading Comprehension|Active Listening|Writing|Time Management|Monitoring
OCCO:43305100	payroll and timekeeping clerks	Reading Comprehension|Active Listening|Speaking|Writing|Critical Thinking|Time Management
OCCO:43306100	procurement clerks	Speaking|Reading Comprehension|Writing|Active Listening|Critical Thinking|Complex Problem Solving
OCCO:43307100	tellers	Active Listening|Speaking|Service Orientation|Reading Comprehension|Mathematics|Critical Thinking
OCCO:43401100	brokerage clerks	Speaking|Active Listening|Reading Comprehension|Time Management|Critical Thinking|Writing
OCCO:43402100	correspondence clerks	Writing|Reading Comprehension|Critical Thinking|Active Listening|Judgment and Decision Making|Speaking
OCCO:43405100	customer service representatives	Speaking|Active Listening|Service Orientation|Reading Comprehension|Persuasion|Critical Thinking
OCCO:43406100	"eligibility interviewers, government programs"	Speaking|Active Listening|Reading Comprehension|Writing|Social Perceptiveness|Service Orientation
OCCO:43407100	file clerks	Reading Comprehension|Active Listening|Writing|Time Management|Speaking|Social Perceptiveness
OCCO:43408100	"hotel, motel, and resort desk clerks"	Social Perceptiveness|Speaking|Service Orientation|Active Listening|Coordination|Reading Comprehension
OCCO:43411100	"interviewers, except eligibility and loan"	Speaking|Active Listening|Reading Comprehension|Social Perceptiveness|Service Orientation|Critical Thinking
OCCO:43412100	"library assistants, clerical"	Service Orientation|Reading Comprehension|Active Listening|Speaking|Coordination|Social Perceptiveness
OCCO:43413100	loan interviewers and clerks	Speaking|Active Listening|Reading Comprehension|Writing|Social Perceptiveness|Critical Thinking
OCCO:43414100	new accounts clerks	Speaking|Active Listening|Service Orientation|Reading Comprehension|Social Perceptiveness|Critical Thinking
OCCO:43415100	order clerks	Active Listening|Speaking|Reading Comprehension|Service Orientation|Social Perceptiveness|Persuasion
OCCO:43416100	"human resources assistants, except payroll and timekeeping"	Reading Comprehension|Active Listening|Speaking|Writing|Critical Thinking|Time Management
OCCO:43417100	receptionists and information clerks	Speaking|Active Listening|Service Orientation|Writing|Reading Comprehension|Critical Thinking
OCCO:43418100	reservation and transportation ticket agents and travel clerks	Speaking|Service Orientation|Active Listening|Social Perceptiveness|Reading Comprehension|Critical Thinking
OCCO:43501100	cargo and freight agents	Speaking|Active Listening|Service Orientation|Monitoring|Critical Thinking|Time Management
OCCO:43501101	freight forwarders	Reading Comprehension|Monitoring|Coordination|Writing|Time Management|Speaking
OCCO:43502100	couriers and messengers	Time Management|Speaking|Active Listening|Writing|Service Orientation|Reading Comprehension
OCCO:43503200	"dispatchers, except police, fire, and ambulance"	Speaking|Active Listening|Coordination|Reading Comprehension|Monitoring|Time Management
OCCO:43504100	"meter readers, utilities"	Time Management|Speaking|Service Orientation|Reading Comprehension|Critical Thinking|Active Listening
OCCO:43505100	postal service clerks	Active Listening|Speaking|Service Orientation|Reading Comprehension|Time Management|Social Perceptiveness
OCCO:43505200	postal service mail carriers	Speaking|Social Perceptiveness|Critical Thinking|Active Listening|Time Management|Coordination
OCCO:43505300	"postal service mail sorters, processors, and processing machine operators"	Monitoring|Speaking|Reading Comprehension|Critical Thinking|Coordination|Time Management
OCCO:43506100	"production, planning, and expediting clerks"	Reading Comprehension|Active Listening|Speaking|Time Management|Writing|Monitoring
OCCO:43511100	"weighers, measurers, checkers, and samplers, recordkeeping"	Critical Thinking|Speaking|Reading Comprehension|Writing|Social Perceptiveness|Coordination
OCCO:43601100	executive secretaries and executive administrative assistants	Reading Comprehension|Active Listening|Speaking|Service Orientation|Writing|Time Management
OCCO:43601400	"secretaries and administrative assistants, except legal, medical, and executive"	Writing|Time Management|Speaking|Reading Comprehension|Active Listening|Service Orientation
OCCO:43902100	data entry keyers	Reading Comprehension|Monitoring|Active Listening|Speaking|Writing|Time Management
OCCO:43902200	word processors and typists	Time Management|Speaking|Reading Comprehension|Active Listening|Monitoring|Writing
OCCO:43903100	desktop publishers	Critical Thinking|Reading Comprehension|Speaking|Judgment and Decision Making|Active Listening|Writing
OCCO:43905100	"mail clerks and mail machine operators, except postal service"	Time Management|Speaking|Reading Comprehension|Monitoring|Critical Thinking|Writing
OCCO:43906100	"office clerks, general"	Speaking|Reading Comprehension|Active Listening|Writing|Time Management|Social Perceptiveness
OCCO:43907100	"office machine operators, except computer"	Operation Monitoring|Operation and Control|Monitoring|Time Management|Reading Comprehension|Judgment and Decision Making
OCCO:43908100	proofreaders and copy markers	Reading Comprehension|Writing|Speaking|Active Listening|Critical Thinking|Monitoring
OCCO:43911100	statistical assistants	Mathematics|Reading Comprehension|Critical Thinking|Complex Problem Solving|Active Learning|Writing
OCCO:45201100	agricultural inspectors	Quality Control Analysis|Reading Comprehension|Monitoring|Active Listening|Critical Thinking|Speaking
OCCO:45202100	animal breeders	Science|Monitoring|Critical Thinking|Time Management|Speaking|Reading Comprehension
OCCO:45204100	"graders and sorters, agricultural products"	Active Listening|Speaking|Monitoring|Social Perceptiveness|Critical Thinking|Coordination
OCCO:45209100	agricultural equipment operators	Operation Monitoring|Operation and Control|Troubleshooting|Repairing|Quality Control Analysis|Social Perceptiveness
OCCO:45209300	"farmworkers, farm, ranch, and aquacultural animals"	Critical Thinking|Active Listening|Monitoring|Operation Monitoring|Operation and Control|Coordination
OCCO:45401100	forest and conservation workers	Speaking|Coordination|Monitoring|Judgment and Decision Making|Critical Thinking|Active Listening
OCCO:45402100	fallers	Operation and Control|Operation Monitoring|Monitoring|Critical Thinking|Judgment and Decision Making|Equipment Maintenance
OCCO:45402200	logging equipment operators	Operation and Control|Operation Monitoring|Quality Control Analysis|Equipment Maintenance|Repairing|Monitoring
OCCO:45402300	log graders and scalers	Speaking|Active Listening|Judgment and Decision Making|Critical Thinking|Coordination|Social Perceptiveness
OCCO:47101100	first-line supervisors of construction trades and extraction workers	Coordination|Active Listening|Critical Thinking|Speaking|Time Management|Reading Comprehension
OCCO:47101103	solar energy installation managers	Time Management|Monitoring|Management of Personnel Resources|Coordination|Critical Thinking|Active Listening
OCCO:47201100	boilermakers	Operation Monitoring|Operation and Control|Critical Thinking|Quality Control Analysis|Equipment Maintenance|Troubleshooting
OCCO:47202100	brickmasons and blockmasons	Monitoring|Critical Thinking|Time Management|Quality Control Analysis|Coordination|Judgment and Decision Making
OCCO:47202200	stonemasons	Critical Thinking|Time Management|Coordination|Social Perceptiveness|Judgment and Decision Making|Complex Problem Solving
OCCO:47204100	carpet installers	Monitoring|Coordination|Time Management|Quality Control Analysis|Mathematics|Critical Thinking
OCCO:47204200	"floor layers, except carpet, wood, and hard tiles"	Speaking|Active Listening|Time Management|Social Perceptiveness|Monitoring|Judgment and Decision Making
OCCO:47204300	floor sanders and finishers	Active Listening|Operation and Control|Speaking|Operation Monitoring|Monitoring|Coordination
OCCO:47205100	cement masons and concrete finishers	Monitoring|Judgment and Decision Making|Critical Thinking|Coordination|Active Listening|Time Management
OCCO:47205300	terrazzo workers and finishers	Quality Control Analysis|Coordination|Speaking|Judgment and Decision Making|Time Management|Operation Monitoring
OCCO:47206100	construction laborers	Active Listening|Speaking|Social Perceptiveness|Reading Comprehension|Operation Monitoring|Coordination
OCCO:47207100	"paving, surfacing, and tamping equipment operators"	Operation Monitoring|Operation and Control|Monitoring|Judgment and Decision Making|Critical Thinking|Coordination
OCCO:47207300	operating engineers and other construction equipment operators	Operation and Control|Operation Monitoring|Monitoring|Troubleshooting|Equipment Maintenance|Coordination
OCCO:47208100	drywall and ceiling tile installers	Critical Thinking|Time Management|Speaking|Monitoring|Judgment and Decision Making|Coordination
OCCO:47208200	tapers	Speaking|Monitoring|Active Listening|Time Management|Social Perceptiveness|Critical Thinking
OCCO:47211100	electricians	Troubleshooting|Repairing|Judgment and Decision Making|Critical Thinking|Active Listening|Installation
OCCO:47212100	glaziers	Reading Comprehension|Operation and Control|Critical Thinking|Coordination|Time Management|Speaking
OCCO:47213100	"insulation workers, floor, ceiling, and wall"	Speaking|Operation and Control|Critical Thinking|Active Listening|Operation Monitoring|Monitoring
OCCO:47213200	"insulation workers, mechanical"	Critical Thinking|Coordination|Active Listening|Time Management|Speaking|Social Perceptiveness
OCCO:47214100	"painters, construction and maintenance"	Time Management|Social Perceptiveness|Critical Thinking|Active Listening|Reading Comprehension|Monitoring
OCCO:47214200	paperhangers	Speaking|Coordination|Active Listening|Time Management|Critical Thinking|Monitoring
OCCO:47215100	pipelayers	Operation and Control|Operation Monitoring|Active Listening|Quality Control Analysis|Critical Thinking|Coordination
OCCO:47215200	"plumbers, pipefitters, and steamfitters"	Critical Thinking|Judgment and Decision Making|Active Listening|Troubleshooting|Speaking|Repairing
OCCO:47215204	solar thermal installers and technicians	Installation|Reading Comprehension|Quality Control Analysis|Speaking|Operation Monitoring|Monitoring
OCCO:47216100	plasterers and stucco masons	Time Management|Quality Control Analysis|Active Listening|Speaking|Service Orientation|Operation Monitoring
OCCO:47217100	reinforcing iron and rebar workers	Coordination|Critical Thinking|Operation and Control|Monitoring|Judgment and Decision Making|Time Management
OCCO:47218100	roofers	Coordination|Critical Thinking|Active Listening|Time Management|Speaking|Operation Monitoring
OCCO:47221100	sheet metal workers	Critical Thinking|Time Management|Speaking|Reading Comprehension|Monitoring|Mathematics
OCCO:47222100	structural iron and steel workers	Operation Monitoring|Operation and Control|Coordination|Critical Thinking|Active Listening|Time Management
OCCO:47223100	solar photovoltaic installers	Installation|Critical Thinking|Active Listening|Monitoring|Troubleshooting|Time Management
OCCO:47301100	"helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters"	Time Management|Operation and Control|Monitoring|Critical Thinking|Coordination|Judgment and Decision Making
OCCO:47301200	helpers--carpenters	Speaking|Social Perceptiveness|Monitoring|Critical Thinking|Coordination|Complex Problem Solving
OCCO:47301300	helpers--electricians	Quality Control Analysis|Active Listening|Troubleshooting|Speaking|Repairing|Critical Thinking
OCCO:47301400	"helpers--painters, paperhangers, plasterers, and stucco masons"	Speaking|Coordination|Active Listening|Time Management|Monitoring|Critical Thinking
OCCO:47301500	"helpers--pipelayers, plumbers, pipefitters, and steamfitters"	Monitoring|Judgment and Decision Making|Critical Thinking|Active Listening|Coordination|Repairing
OCCO:47301600	helpers--roofers	Coordination|Monitoring|Active Listening|Speaking|Quality Control Analysis|Critical Thinking
OCCO:47401100	construction and building inspectors	Reading Comprehension|Active Listening|Critical Thinking|Speaking|Complex Problem Solving|Writing
OCCO:47401101	energy auditors	Reading Comprehension|Active Listening|Writing|Speaking|Judgment and Decision Making|Critical Thinking
OCCO:47403100	fence erectors	Operation and Control|Critical Thinking|Active Listening|Time Management|Speaking|Operation Monitoring
OCCO:47404100	hazardous materials removal workers	Monitoring|Critical Thinking|Operation and Control|Operation Monitoring|Active Listening|Speaking
OCCO:47405100	highway maintenance workers	Operation Monitoring|Operation and Control|Troubleshooting|Speaking|Monitoring|Equipment Maintenance
OCCO:47406100	rail-track laying and maintenance equipment operators	Operation Monitoring|Operation and Control|Troubleshooting|Equipment Maintenance|Repairing|Quality Control Analysis
OCCO:47407100	septic tank servicers and sewer pipe cleaners	Operation Monitoring|Operation and Control|Troubleshooting|Critical Thinking|Quality Control Analysis|Monitoring
OCCO:47409100	segmental pavers	Speaking|Active Listening|Critical Thinking|Coordination|Social Perceptiveness|Operation and Control
OCCO:47409903	weatherization installers and technicians	Speaking|Monitoring|Active Listening|Systems Analysis|Operation Monitoring|Judgment and Decision Making
OCCO:47501100	"derrick operators, oil and gas"	Operation Monitoring|Operation and Control|Critical Thinking|Speaking|Repairing|Monitoring
OCCO:47501200	"rotary drill operators, oil and gas"	Operation Monitoring|Operation and Control|Critical Thinking|Monitoring|Instructing|Active Listening
OCCO:47502300	"earth drillers, except oil and gas"	Operation Monitoring|Operation and Control|Monitoring|Quality Control Analysis|Equipment Maintenance|Critical Thinking
OCCO:47503200	"explosives workers, ordnance handling experts, and blasters"	Active Listening|Monitoring|Judgment and Decision Making|Critical Thinking|Operation Monitoring|Operation and Control
OCCO:47504100	continuous mining machine operators	Operation Monitoring|Operation and Control|Equipment Maintenance|Troubleshooting|Critical Thinking|Repairing
OCCO:47504300	"roof bolters, mining"	Operation and Control|Operation Monitoring|Critical Thinking|Monitoring|Coordination|Active Listening
OCCO:47505100	"rock splitters, quarry"	Operation and Control|Operation Monitoring|Active Listening|Monitoring|Time Management|Reading Comprehension
OCCO:47507100	"roustabouts, oil and gas"	Monitoring|Critical Thinking|Troubleshooting|Quality Control Analysis|Operation Monitoring|Judgment and Decision Making
OCCO:47508100	helpers--extraction workers	Operation Monitoring|Monitoring|Troubleshooting|Repairing|Operation and Control|Equipment Maintenance
OCCO:49101100	"first-line supervisors of mechanics, installers, and repairers"	Monitoring|Management of Personnel Resources|Critical Thinking|Time Management|Speaking|Coordination
OCCO:49201100	"computer, automated teller, and office machine repairers"	Repairing|Active Listening|Critical Thinking|Troubleshooting|Complex Problem Solving|Time Management
OCCO:49202100	"radio, cellular, and tower equipment installers and repairers"	Repairing|Equipment Maintenance|Active Listening|Troubleshooting|Installation|Critical Thinking
OCCO:49202200	"telecommunications equipment installers and repairers, except line installers"	Operation Monitoring|Troubleshooting|Quality Control Analysis|Repairing|Equipment Maintenance|Critical Thinking
OCCO:49209100	avionics technicians	Troubleshooting|Repairing|Equipment Maintenance|Quality Control Analysis|Operation Monitoring|Critical Thinking
OCCO:49209200	"electric motor, power tool, and related repairers"	Repairing|Troubleshooting|Quality Control Analysis|Equipment Selection|Equipment Maintenance|Critical Thinking
OCCO:49209300	"electrical and electronics installers and repairers, transportation equipment"	Critical Thinking|Active Listening|Social Perceptiveness|Repairing|Operation Monitoring|Complex Problem Solving
OCCO:49209400	"electrical and electronics repairers, commercial and industrial equipment"	Repairing|Quality Control Analysis|Operation Monitoring|Troubleshooting|Equipment Maintenance|Critical Thinking
OCCO:49209500	"electrical and electronics repairers, powerhouse, substation, and relay"	Critical Thinking|Repairing|Reading Comprehension|Equipment Maintenance|Troubleshooting|Quality Control Analysis
OCCO:49209600	"electronic equipment installers and repairers, motor vehicles"	Troubleshooting|Repairing|Operation Monitoring|Critical Thinking|Active Listening|Installation
OCCO:49209800	security and fire alarm systems installers	Speaking|Installation|Critical Thinking|Active Listening|Reading Comprehension|Quality Control Analysis
OCCO:49301100	aircraft mechanics and service technicians	Repairing|Equipment Maintenance|Troubleshooting|Operation Monitoring|Quality Control Analysis|Critical Thinking
OCCO:49302100	automotive body and related repairers	Repairing|Speaking|Operation and Control|Monitoring|Complex Problem Solving|Active Listening
OCCO:49302200	automotive glass installers and repairers	Installation|Speaking|Equipment Selection|Time Management|Social Perceptiveness|Service Orientation
OCCO:49303100	bus and truck mechanics and diesel engine specialists	Troubleshooting|Repairing|Operation Monitoring|Operation and Control|Quality Control Analysis|Equipment Maintenance
OCCO:49304100	farm equipment mechanics and service technicians	Repairing|Equipment Maintenance|Troubleshooting|Operation and Control|Operation Monitoring|Critical Thinking
OCCO:49304200	"mobile heavy equipment mechanics, except engines"	Troubleshooting|Repairing|Equipment Maintenance|Operation Monitoring|Quality Control Analysis|Operation and Control
OCCO:49304300	rail car repairers	Troubleshooting|Repairing|Equipment Maintenance|Operation and Control|Quality Control Analysis|Operation Monitoring
OCCO:49305100	motorboat mechanics and service technicians	Repairing|Equipment Maintenance|Troubleshooting|Operation and Control|Operation Monitoring|Critical Thinking
OCCO:49305200	motorcycle mechanics	Repairing|Troubleshooting|Active Listening|Critical Thinking|Complex Problem Solving|Speaking
OCCO:49305300	outdoor power equipment and other small engine mechanics	Repairing|Troubleshooting|Equipment Maintenance|Operation Monitoring|Operation and Control|Quality Control Analysis
OCCO:49309100	bicycle repairers	Repairing|Troubleshooting|Critical Thinking|Active Listening|Speaking|Service Orientation
OCCO:49309200	recreational vehicle service technicians	Repairing|Troubleshooting|Speaking|Critical Thinking|Active Listening|Complex Problem Solving
OCCO:49309300	tire repairers and changers	Time Management|Speaking|Service Orientation|Critical Thinking|Active Listening|Troubleshooting
OCCO:49901100	mechanical door repairers	Critical Thinking|Quality Control Analysis|Speaking|Reading Comprehension|Installation|Active Listening
OCCO:49901200	"control and valve installers and repairers, except mechanical door"	Operation Monitoring|Critical Thinking|Operation and Control|Monitoring|Judgment and Decision Making|Equipment Maintenance
OCCO:49903100	home appliance repairers	Repairing|Troubleshooting|Equipment Maintenance|Quality Control Analysis|Operation Monitoring|Critical Thinking
OCCO:49904100	industrial machinery mechanics	Repairing|Equipment Maintenance|Operation Monitoring|Troubleshooting|Quality Control Analysis|Operation and Control
OCCO:49904300	"maintenance workers, machinery"	Repairing|Operation Monitoring|Equipment Maintenance|Troubleshooting|Operation and Control|Reading Comprehension
OCCO:49904400	millwrights	Installation|Operation Monitoring|Equipment Maintenance|Troubleshooting|Repairing|Critical Thinking
OCCO:49904500	"refractory materials repairers, except brickmasons"	Operation Monitoring|Repairing|Operation and Control|Equipment Maintenance|Active Listening|Troubleshooting
OCCO:49905100	electrical power-line installers and repairers	Active Listening|Monitoring|Troubleshooting|Operation Monitoring|Critical Thinking|Time Management
OCCO:49905200	telecommunications line installers and repairers	Speaking|Operation Monitoring|Critical Thinking|Complex Problem Solving|Troubleshooting|Operation and Control
OCCO:49906100	camera and photographic equipment repairers	Troubleshooting|Repairing|Critical Thinking|Quality Control Analysis|Equipment Maintenance|Time Management
OCCO:49906200	medical equipment repairers	Troubleshooting|Repairing|Equipment Maintenance|Quality Control Analysis|Operation Monitoring|Reading Comprehension
OCCO:49906300	musical instrument repairers and tuners	Repairing|Troubleshooting|Quality Control Analysis|Critical Thinking|Judgment and Decision Making|Time Management
OCCO:49907100	"maintenance and repair workers, general"	Repairing|Equipment Maintenance|Troubleshooting|Operation Monitoring|Operation and Control|Monitoring
OCCO:49908100	wind turbine service technicians	Troubleshooting|Repairing|Equipment Maintenance|Operation Monitoring|Critical Thinking|Complex Problem Solving
OCCO:49909100	"coin, vending, and amusement machine servicers and repairers"	Repairing|Operation Monitoring|Equipment Maintenance|Troubleshooting|Time Management|Judgment and Decision Making
OCCO:49909200	commercial divers	Critical Thinking|Operation Monitoring|Active Listening|Speaking|Quality Control Analysis|Time Management
OCCO:49909400	locksmiths and safe repairers	Repairing|Speaking|Active Listening|Time Management|Equipment Maintenance|Critical Thinking
OCCO:49909500	manufactured building and mobile home installers	Quality Control Analysis|Operation and Control|Critical Thinking|Operation Monitoring|Monitoring|Judgment and Decision Making
OCCO:49909600	riggers	Critical Thinking|Time Management|Operation and Control|Active Listening|Operation Monitoring|Monitoring
OCCO:49909700	signal and track switch repairers	Troubleshooting|Equipment Maintenance|Repairing|Quality Control Analysis|Operation Monitoring|Equipment Selection
OCCO:49909800	"helpers--installation, maintenance, and repair workers"	Operation Monitoring|Active Listening|Troubleshooting|Repairing|Equipment Maintenance|Critical Thinking
OCCO:49909901	geothermal technicians	Operation Monitoring|Troubleshooting|Monitoring|Reading Comprehension|Operation and Control|Equipment Maintenance
OCCO:51101100	first-line supervisors of production and operating workers	Speaking|Active Listening|Time Management|Reading Comprehension|Management of Personnel Resources|Critical Thinking
OCCO:51201100	"aircraft structure, surfaces, rigging, and systems assemblers"	Quality Control Analysis|Monitoring|Critical Thinking|Active Listening|Time Management|Speaking
OCCO:51202100	"coil winders, tapers, and finishers"	Operation Monitoring|Operation and Control|Reading Comprehension|Monitoring|Critical Thinking|Active Listening
OCCO:51202200	electrical and electronic equipment assemblers	Reading Comprehension|Operation Monitoring|Monitoring|Judgment and Decision Making|Critical Thinking|Coordination
OCCO:51202300	electromechanical equipment assemblers	Quality Control Analysis|Reading Comprehension|Operation Monitoring|Troubleshooting|Critical Thinking|Speaking
OCCO:51203100	engine and other machine assemblers	Operation Monitoring|Reading Comprehension|Quality Control Analysis|Speaking|Monitoring|Critical Thinking
OCCO:51204100	structural metal fabricators and fitters	Speaking|Reading Comprehension|Critical Thinking|Active Listening|Social Perceptiveness|Monitoring
OCCO:51205100	fiberglass laminators and fabricators	Monitoring|Operation Monitoring|Critical Thinking|Speaking|Active Listening|Time Management
OCCO:51206100	timing device assemblers and adjusters	Repairing|Troubleshooting|Quality Control Analysis|Operation Monitoring|Monitoring|Critical Thinking
OCCO:51209200	team assemblers	Quality Control Analysis|Monitoring|Coordination|Time Management|Speaking|Critical Thinking
OCCO:51301100	bakers	Monitoring|Time Management|Speaking|Judgment and Decision Making|Critical Thinking|Coordination
OCCO:51302100	butchers and meat cutters	Active Listening|Time Management|Speaking|Social Perceptiveness|Service Orientation|Reading Comprehension
OCCO:51302200	"meat, poultry, and fish cutters and trimmers"	Speaking|Monitoring|Critical Thinking|Coordination|Active Listening|Time Management
OCCO:51302300	slaughterers and meat packers	Speaking|Active Listening|Social Perceptiveness|Coordination|Time Management|Operation Monitoring
OCCO:51309100	"food and tobacco roasting, baking, and drying machine operators and tenders"	Operation Monitoring|Monitoring|Quality Control Analysis|Critical Thinking|Reading Comprehension|Operation and Control
OCCO:51309200	food batchmakers	Operation and Control|Monitoring|Reading Comprehension|Operation Monitoring|Critical Thinking|Writing
OCCO:51309300	food cooking machine operators and tenders	Operation Monitoring|Operation and Control|Monitoring|Speaking|Reading Comprehension|Writing
OCCO:51402100	"extruding and drawing machine setters, operators, and tenders, metal and plastic"	Operation Monitoring|Operation and Control|Quality Control Analysis|Monitoring|Judgment and Decision Making|Critical Thinking
OCCO:51402200	"forging machine setters, operators, and tenders, metal and plastic"	Operation Monitoring|Reading Comprehension|Operation and Control|Monitoring|Active Listening|Time Management
OCCO:51402300	"rolling machine setters, operators, and tenders, metal and plastic"	Operation Monitoring|Operation and Control|Quality Control Analysis|Monitoring|Critical Thinking|Troubleshooting
OCCO:51403100	"cutting, punching, and press machine setters, operators, and tenders, metal and plastic"	Operation Monitoring|Operation and Control|Quality Control Analysis|Monitoring|Troubleshooting|Speaking
OCCO:51403200	"drilling and boring machine tool setters, operators, and tenders, metal and plastic"	Operation Monitoring|Operation and Control|Monitoring|Speaking|Reading Comprehension|Critical Thinking
OCCO:51403300	"grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic"	Operation Monitoring|Operation and Control|Quality Control Analysis|Reading Comprehension|Monitoring|Troubleshooting
OCCO:51403400	"lathe and turning machine tool setters, operators, and tenders, metal and plastic"	Operation Monitoring|Operation and Control|Quality Control Analysis|Monitoring|Reading Comprehension|Active Listening
OCCO:51403500	"milling and planing machine setters, operators, and tenders, metal and plastic"	Operation Monitoring|Operation and Control|Monitoring|Active Listening|Speaking|Reading Comprehension
OCCO:51404100	machinists	Operation Monitoring|Operation and Control|Critical Thinking|Reading Comprehension|Monitoring|Coordination
OCCO:51405100	metal-refining furnace operators and tenders	Operation Monitoring|Operation and Control|Monitoring|Quality Control Analysis|Time Management|Judgment and Decision Making
OCCO:51405200	"pourers and casters, metal"	Operation Monitoring|Monitoring|Operation and Control|Critical Thinking|Active Listening|Coordination
OCCO:51406100	"model makers, metal and plastic"	Operation and Control|Operation Monitoring|Quality Control Analysis|Monitoring|Troubleshooting|Critical Thinking
OCCO:51406200	"patternmakers, metal and plastic"	Operation Monitoring|Monitoring|Operation and Control|Critical Thinking|Reading Comprehension|Active Listening
OCCO:51407100	foundry mold and coremakers	Monitoring|Judgment and Decision Making|Critical Thinking|Time Management|Operation Monitoring|Active Listening
OCCO:51407200	"molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic"	Operation Monitoring|Active Listening|Reading Comprehension|Operation and Control|Monitoring|Time Management
OCCO:51408100	"multiple machine tool setters, operators, and tenders, metal and plastic"	Operation Monitoring|Quality Control Analysis|Operation and Control|Troubleshooting|Monitoring|Critical Thinking
OCCO:51411100	tool and die makers	Operation and Control|Quality Control Analysis|Operation Monitoring|Critical Thinking|Judgment and Decision Making|Equipment Selection
OCCO:51412200	"welding, soldering, and brazing machine setters, operators, and tenders"	Operation Monitoring|Speaking|Operation and Control|Critical Thinking|Active Listening|Monitoring
OCCO:51419100	"heat treating equipment setters, operators, and tenders, metal and plastic"	Operation Monitoring|Operation and Control|Speaking|Quality Control Analysis|Monitoring|Active Listening
OCCO:51419200	"layout workers, metal and plastic"	Critical Thinking|Active Listening|Operation Monitoring|Monitoring|Complex Problem Solving|Speaking
OCCO:51419400	"tool grinders, filers, and sharpeners"	Operation Monitoring|Operation and Control|Quality Control Analysis|Repairing|Equipment Maintenance|Critical Thinking
OCCO:51511100	prepress technicians and workers	Time Management|Speaking|Monitoring|Critical Thinking|Active Listening|Reading Comprehension
OCCO:51511200	printing press operators	Quality Control Analysis|Operation Monitoring|Reading Comprehension|Monitoring|Active Listening|Operation and Control
OCCO:51511300	print binding and finishing workers	Operation Monitoring|Critical Thinking|Reading Comprehension|Monitoring|Judgment and Decision Making|Speaking
OCCO:51601100	laundry and dry-cleaning workers	Monitoring|Active Listening|Time Management|Speaking|Social Perceptiveness|Operation Monitoring
OCCO:51602100	"pressers, textile, garment, and related materials"	Operation and Control|Operation Monitoring|Time Management|Complex Problem Solving|Quality Control Analysis|Monitoring
OCCO:51603100	sewing machine operators	Monitoring|Time Management|Critical Thinking|Operation Monitoring|Active Listening|Social Perceptiveness
OCCO:51604100	shoe and leather workers and repairers	Active Listening|Speaking|Critical Thinking|Social Perceptiveness|Operation Monitoring|Monitoring
OCCO:51604200	shoe machine operators and tenders	Operation Monitoring|Reading Comprehension|Quality Control Analysis|Operation and Control|Critical Thinking|Active Listening
OCCO:51605100	"sewers, hand"	Judgment and Decision Making|Time Management|Critical Thinking|Complex Problem Solving|Speaking|Operation Monitoring
OCCO:51605200	"tailors, dressmakers, and custom sewers"	Active Listening|Time Management|Critical Thinking|Social Perceptiveness|Speaking|Judgment and Decision Making
OCCO:51606100	textile bleaching and dyeing machine operators and tenders	Operation Monitoring|Operation and Control|Quality Control Analysis|Active Listening|Speaking|Monitoring
OCCO:51606200	"textile cutting machine setters, operators, and tenders"	Operation Monitoring|Troubleshooting|Quality Control Analysis|Operation and Control|Monitoring|Equipment Maintenance
OCCO:51606300	"textile knitting and weaving machine setters, operators, and tenders"	Operation Monitoring|Monitoring|Operation and Control|Speaking|Critical Thinking|Active Listening
OCCO:51606400	"textile winding, twisting, and drawing out machine setters, operators, and tenders"	Operation Monitoring|Operation and Control|Quality Control Analysis|Monitoring|Speaking|Critical Thinking
OCCO:51609100	"extruding and forming machine setters, operators, and tenders, synthetic and glass fibers"	Operation Monitoring|Operation and Control|Monitoring|Quality Control Analysis|Equipment Maintenance|Critical Thinking
OCCO:51609200	fabric and apparel patternmakers	Critical Thinking|Active Listening|Time Management|Judgment and Decision Making|Speaking|Reading Comprehension
