Ontology ID	LABEL	Entity type	SubClass Of [NAMED]	alternative term	definition	definition source	Reference web link (top ability)	term editor	desposition	role	SubProperty Of
OCCO:29104100	optometrist	Class	optometrist (broad)	Optometrists	"Diagnose, manage, and treat conditions and diseases of the human eye and visual system. Examine eyes and visual system, diagnose problems or impairments, prescribe corrective lenses, and provide treatment. May prescribe therapeutic drugs to treat specific eye conditions."		https://www.bls.gov/oes/current/oes291041.htm	Sam Smith|Oliver He			
OCCO:29105100	pharmacist	Class	pharmacist (broad)	Pharmacists	"Dispense drugs prescribed by physicians and other health practitioners and provide information to patients about medications and their use. May advise physicians and other health practitioners on the selection, dosage, interactions, and side effects of medications."		https://www.bls.gov/oes/current/oes291051.htm	Sam Smith|Oliver He			
OCCO:29107100	physician assistant	Class	physician assistant (broad)	Physician Assistants	"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants."		https://www.bls.gov/oes/current/oes291071.htm	Sam Smith|Oliver He			
OCCO:29107101	anesthesiologist assistant	Class	physician assistant (broad)	Anesthesiologist Assistants	Assist anesthesiologists in the administration of anesthesia for surgical and non-surgical procedures. Monitor patient status and provide patient care during surgical treatment.		https://www.bls.gov/oes/current/oes291071.htm	Sam Smith|Oliver He			
OCCO:29108100	podiatrist	Class	podiatrist (broad)	Podiatrists	Diagnose and treat diseases and deformities of the human foot.		https://www.bls.gov/oes/current/oes291081.htm	Sam Smith|Oliver He			
OCCO:29112200	occupational therapist	Class	therapist	Occupational Therapists	"Assess, plan, and organize rehabilitative programs that help build or restore vocational, homemaking, and daily living skills, as well as general independence, to persons with disabilities or developmental delays. Use therapeutic techniques, adapt the individual's environment, teach skills, and modify specific tasks that present barriers to the individual."		https://www.bls.gov/oes/current/oes291122.htm	Sam Smith|Oliver He			
OCCO:29112201	"low vision therapist, orientation or mobility specialist, or vision rehabilitation therapist"	Class	therapist	"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"	"Provide therapy to patients with visual impairments to improve their functioning in daily life activities. May train patients in activities such as computer use, communication skills, or home management skills."		https://www.bls.gov/oes/current/oes291122.htm	Sam Smith|Oliver He			
OCCO:29112300	physical therapist	Class	therapist	Physical Therapists	"Assess, plan, organize, and participate in rehabilitative programs that improve mobility, relieve pain, increase strength, and improve or correct disabling conditions resulting from disease or injury."		https://www.bls.gov/oes/current/oes291123.htm	Sam Smith|Oliver He			
OCCO:29112400	radiation therapist	Class	therapist	Radiation Therapists	"Provide radiation therapy to patients as prescribed by a radiation oncologist according to established practices and standards. Duties may include reviewing prescription and diagnosis; acting as liaison with physician and supportive care personnel; preparing equipment, such as immobilization, treatment, and protection devices; and maintaining records, reports, and files. May assist in dosimetry procedures and tumor localization."		https://www.bls.gov/oes/current/oes291124.htm	Sam Smith|Oliver He			
OCCO:29112500	recreational therapist	Class	therapist	Recreational Therapists	"Plan, direct, or coordinate medically-approved recreation programs for patients in hospitals, nursing homes, or other institutions. Activities include sports, trips, dramatics, social activities, and crafts. May assess a patient condition and recommend appropriate recreational activity."		https://www.bls.gov/oes/current/oes291125.htm	Sam Smith|Oliver He			
OCCO:29112600	respiratory therapist	Class	therapist	Respiratory Therapists	"Assess, treat, and care for patients with breathing disorders. Assume primary responsibility for all respiratory care modalities, including the supervision of respiratory therapy technicians. Initiate and conduct therapeutic procedures; maintain patient records; and select, assemble, check, and operate equipment."		https://www.bls.gov/oes/current/oes291126.htm	Sam Smith|Oliver He			
OCCO:29112700	speech-language pathologist	Class	therapist	Speech-Language Pathologists	"Assess and treat persons with speech, language, voice, and fluency disorders. May select alternative communication systems and teach their use. May perform research related to speech and language problems."		https://www.bls.gov/oes/current/oes291127.htm	Sam Smith|Oliver He			
OCCO:29112800	exercise physiologist	Class	therapist	Exercise Physiologists	"Assess, plan, or implement fitness programs that include exercise or physical activities such as those designed to improve cardiorespiratory function, body composition, muscular strength, muscular endurance, or flexibility."		https://www.bls.gov/oes/current/oes291128.htm	Sam Smith|Oliver He			
OCCO:29112901	art therapist	Class	therapist	Art Therapists	"Plan or conduct art therapy sessions or programs to improve clients' physical, cognitive, or emotional well-being."		https://www.bls.gov/oes/current/oes291129.htm	Sam Smith|Oliver He			
OCCO:29112902	music therapist	Class	therapist	Music Therapists	"Plan, organize, direct, or assess clinical and evidenced-based music therapy interventions to positively influence individuals' physical, psychological, cognitive, or behavioral status."		https://www.bls.gov/oes/current/oes291129.htm	Sam Smith|Oliver He			
OCCO:29113100	veterinarian	Class	veterinarian (broad)	Veterinarians	"Diagnose, treat, or research diseases and injuries of animals. Includes veterinarians who conduct research and development, inspect livestock, or care for pets and companion animals."		https://www.bls.gov/oes/current/oes291131.htm	Sam Smith|Oliver He			
OCCO:29114100	general-purpose registered nurse	Class	registered nurse	Registered Nurses|registered nurse	"Assess patient health problems and needs, develop and implement nursing care plans, and maintain medical records. Administer nursing care to ill, injured, convalescent, or disabled patients. May advise patients on health maintenance and disease prevention or provide case management. Licensing or registration required."		https://www.bls.gov/oes/current/oes291141.htm	Sam Smith|Oliver He			
OCCO:29114101	acute care nurse	Class	registered nurse	Acute Care Nurses	"Provide advanced nursing care for patients with acute conditions such as heart attacks, respiratory distress syndrome, or shock. May care for pre- and post-operative patients or perform advanced, invasive diagnostic or therapeutic procedures."		https://www.bls.gov/oes/current/oes291141.htm	Sam Smith|Oliver He			
OCCO:29114102	advanced practice psychiatric nurse	Class	registered nurse	Advanced Practice Psychiatric Nurses	"Assess, diagnose, and treat individuals and families with mental health or substance use disorders or the potential for such disorders. Apply therapeutic activities, including the prescription of medication, per state regulations, and the administration of psychotherapy."		https://www.bls.gov/oes/current/oes291141.htm	Sam Smith|Oliver He			
OCCO:29114103	critical care nurse	Class	registered nurse	Critical Care Nurses	Provide specialized nursing care for patients in critical or coronary care units.		https://www.bls.gov/oes/current/oes291141.htm	Sam Smith|Oliver He			
OCCO:29114104	clinical nurse specialist	Class	registered nurse	Clinical Nurse Specialists	"Direct nursing staff in the provision of patient care in a clinical practice setting, such as a hospital, hospice, clinic, or home. Ensure adherence to established clinical policies, protocols, regulations, and standards."		https://www.bls.gov/oes/current/oes291141.htm	Sam Smith|Oliver He			
OCCO:29115100	nurse anesthetist	Class	nurse anesthetist (broad)	Nurse Anesthetists	"Administer anesthesia, monitor patient's vital signs, and oversee patient recovery from anesthesia. May assist anesthesiologists, surgeons, other physicians, or dentists. Must be registered nurses who have specialized graduate education."		https://www.bls.gov/oes/current/oes291151.htm	Sam Smith|Oliver He			
OCCO:29116100	nurse midwive	Class	nurse midwife	Nurse Midwives	"Diagnose and coordinate all aspects of the birthing process, either independently or as part of a healthcare team. May provide well-woman gynecological care. Must have specialized, graduate nursing education."		https://www.bls.gov/oes/current/oes291161.htm	Sam Smith|Oliver He			
OCCO:29117100	nurse practitioner	Class	nurse practitioner (broad)	Nurse Practitioners	"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education."		https://www.bls.gov/oes/current/oes291171.htm	Sam Smith|Oliver He			
OCCO:29118100	audiologist	Class	audiologist (broad)	Audiologists	Assess and treat persons with hearing and related disorders. May fit hearing aids and provide auditory training. May perform research related to hearing problems.		https://www.bls.gov/oes/current/oes291181.htm	Sam Smith|Oliver He			
OCCO:29121100	anesthesiologist	Class	physician	Anesthesiologists	"Administer anesthetics and analgesics for pain management prior to, during, or after surgery."		https://www.bls.gov/oes/current/oes291211.htm	Sam Smith|Oliver He			
OCCO:29121300	dermatologist	Class	physician	Dermatologists	"Diagnose and treat diseases relating to the skin, hair, and nails. May perform both medical and dermatological surgery functions."		https://www.bls.gov/oes/current/oes291213.htm	Sam Smith|Oliver He			
OCCO:29121700	neurologist	Class	physician	Neurologists	"Diagnose, manage, and treat disorders and diseases of the brain, spinal cord, and peripheral nerves, with a primarily nonsurgical focus."		https://www.bls.gov/oes/current/oes291217.htm	Sam Smith|Oliver He			
OCCO:29121800	obstetrician or gynecologist	Class	physician	Obstetricians and Gynecologists	"Provide medical care related to pregnancy or childbirth. Diagnose, treat, and help prevent diseases of women, particularly those affecting the reproductive system. May also provide general care to women. May perform both medical and gynecological surgery functions."		https://www.bls.gov/oes/current/oes291218.htm	Sam Smith|Oliver He			
OCCO:29122100	"pediatrician, general"	Class	physician	"Pediatricians, General"	"Diagnose, treat, and help prevent diseases and injuries in children. May refer patients to specialists for further diagnosis or treatment, as needed."		https://www.bls.gov/oes/current/oes291221.htm	Sam Smith|Oliver He			
OCCO:29122300	psychiatrist	Class	physician	Psychiatrists	"Diagnose, treat, and help prevent mental disorders."		https://www.bls.gov/oes/current/oes291223.htm	Sam Smith|Oliver He			
OCCO:29122400	radiologist	Class	physician	Radiologists	"Diagnose and treat diseases and injuries using medical imaging techniques, such as x rays, magnetic resonance imaging (MRI), nuclear medicine, and ultrasounds. May perform minimally invasive medical procedures and tests."		https://www.bls.gov/oes/current/oes291224.htm	Sam Smith|Oliver He			
OCCO:29122901	allergist or immunologist	Class	physician	Allergists and Immunologists	"Diagnose, treat, and help prevent allergic diseases and disease processes affecting the immune system."		https://www.bls.gov/oes/current/oes291229.htm	Sam Smith|Oliver He			
OCCO:29122902	hospitalist	Class	physician	Hospitalists	"Provide inpatient care predominantly in settings such as medical wards, acute care units, intensive care units, rehabilitation centers, or emergency rooms. Manage and coordinate patient care throughout treatment."		https://www.bls.gov/oes/current/oes291229.htm	Sam Smith|Oliver He			
OCCO:29122903	urologist	Class	physician	Urologists	"Diagnose, treat, and help prevent benign and malignant medical and surgical disorders of the genitourinary system and the renal glands."		https://www.bls.gov/oes/current/oes291229.htm	Sam Smith|Oliver He			
OCCO:29122904	physical medicine or rehabilitation physician	Class	physician	Physical Medicine and Rehabilitation Physicians	"Diagnose and treat disorders requiring physiotherapy to provide physical, mental, and occupational rehabilitation."		https://www.bls.gov/oes/current/oes291229.htm	Sam Smith|Oliver He			
OCCO:29122905	preventive medicine physician	Class	physician	Preventive Medicine Physicians	"Apply knowledge of general preventive medicine and public health issues to promote health care to groups or individuals, and aid in the prevention or reduction of risk of disease, injury, disability, or death. May practice population-based medicine or diagnose and treat patients in the context of clinical health promotion and disease prevention."		https://www.bls.gov/oes/current/oes291229.htm	Sam Smith|Oliver He			
OCCO:29122906	sports medicine physician	Class	physician	Sports Medicine Physicians	"Diagnose, treat, and help prevent injuries that occur during sporting events, athletic training, and physical activities."		https://www.bls.gov/oes/current/oes291229.htm	Sam Smith|Oliver He			
OCCO:29129100	acupuncturist	Class	miscellaneous healthcare diagnosing or treating practitioner	Acupuncturists	"Diagnose, treat, and prevent disorders by stimulating specific acupuncture points within the body using acupuncture needles. May also use cups, nutritional supplements, therapeutic massage, acupressure, and other alternative health therapies."		https://www.bls.gov/oes/current/oes291291.htm	Sam Smith|Oliver He			
OCCO:29129200	dental hygienist	Class	miscellaneous healthcare diagnosing or treating practitioner	Dental Hygienists	Administer oral hygiene care to patients. Assess patient oral hygiene problems or needs and maintain health records. Advise patients on oral health maintenance and disease prevention. May provide advanced care such as providing fluoride treatment or administering topical anesthesia.		https://www.bls.gov/oes/current/oes291292.htm	Sam Smith|Oliver He			
OCCO:29129901	naturopathic physician	Class	miscellaneous healthcare diagnosing or treating practitioner	Naturopathic Physicians	"Diagnose, treat, and help prevent diseases using a system of practice that is based on the natural healing capacity of individuals. May use physiological, psychological or mechanical methods. May also use natural medicines, prescription or legend drugs, foods, herbs, or other natural remedies."		https://www.bls.gov/oes/current/oes291299.htm	Sam Smith|Oliver He			
OCCO:29129902	orthoptist	Class	miscellaneous healthcare diagnosing or treating practitioner	Orthoptists	Diagnose and treat visual system disorders such as binocular vision and eye movement impairments.		https://www.bls.gov/oes/current/oes291299.htm	Sam Smith|Oliver He			
OCCO:29201100	medical or clinical laboratory technologist	Class	clinical laboratory technologist or technician	Medical and Clinical Laboratory Technologists	"Perform complex medical laboratory tests for diagnosis, treatment, and prevention of disease. May train or supervise staff."		https://www.bls.gov/oes/current/oes292011.htm	Sam Smith|Oliver He			
OCCO:29201101	cytogenetic technologist	Class	clinical laboratory technologist or technician	Cytogenetic Technologists	"Analyze chromosomes or chromosome segments found in biological specimens, such as amniotic fluids, bone marrow, solid tumors, and blood to aid in the study, diagnosis, classification, or treatment of inherited or acquired genetic diseases. Conduct analyses through classical cytogenetic, fluorescent in situ hybridization (FISH) or array comparative genome hybridization (aCGH) techniques."		https://www.bls.gov/oes/current/oes292011.htm	Sam Smith|Oliver He			
OCCO:29201102	cytotechnologist	Class	clinical laboratory technologist or technician	Cytotechnologists	"Stain, mount, and study cells to detect evidence of cancer, hormonal abnormalities, and other pathological conditions following established standards and practices."		https://www.bls.gov/oes/current/oes292011.htm	Sam Smith|Oliver He			
OCCO:29201200	medical or clinical laboratory technician	Class	clinical laboratory technologist or technician	Medical and Clinical Laboratory Technicians	"Perform routine medical laboratory tests for the diagnosis, treatment, and prevention of disease. May work under the supervision of a medical technologist."		https://www.bls.gov/oes/current/oes292012.htm	Sam Smith|Oliver He			
OCCO:29203100	cardiovascular technologist or technician	Class	diagnostic related technologist or technician	Cardiovascular Technologists and Technicians	"Conduct tests on pulmonary or cardiovascular systems of patients for diagnostic, therapeutic, or research purposes. May conduct or assist in electrocardiograms, cardiac catheterizations, pulmonary functions, lung capacity, and similar tests."		https://www.bls.gov/oes/current/oes292031.htm	Sam Smith|Oliver He			
OCCO:29203200	diagnostic medical sonographer	Class	diagnostic related technologist or technician	Diagnostic Medical Sonographers	Produce ultrasonic recordings of internal organs for use by physicians. Includes vascular technologists.		https://www.bls.gov/oes/current/oes292032.htm	Sam Smith|Oliver He			
OCCO:29203300	nuclear medicine technologist	Class	diagnostic related technologist or technician	Nuclear Medicine Technologists	"Prepare, administer, and measure radioactive isotopes in therapeutic, diagnostic, and tracer studies using a variety of radioisotope equipment. Prepare stock solutions of radioactive materials and calculate doses to be administered by radiologists. Subject patients to radiation. Execute blood volume, red cell survival, and fat absorption studies following standard laboratory techniques."		https://www.bls.gov/oes/current/oes292033.htm	Sam Smith|Oliver He			
OCCO:29203500	magnetic resonance imaging technologist	Class	diagnostic related technologist or technician	Magnetic Resonance Imaging Technologists	"Operate Magnetic Resonance Imaging (MRI) scanners. Monitor patient safety and comfort, and view images of area being scanned to ensure quality of pictures. May administer gadolinium contrast dosage intravenously. May interview patient, explain MRI procedures, and position patient on examining table. May enter into the computer data such as patient history, anatomical area to be scanned, orientation specified, and position of entry."		https://www.bls.gov/oes/current/oes292035.htm	Sam Smith|Oliver He			
OCCO:29205100	dietetic technician	Class	health practitioner support technologist or technician	Dietetic Technicians	"Assist in the provision of food service and nutritional programs, under the supervision of a dietitian. May plan and produce meals based on established guidelines, teach principles of food and nutrition, or counsel individuals."		https://www.bls.gov/oes/current/oes292051.htm	Sam Smith|Oliver He			
OCCO:29205200	pharmacy technician	Class	health practitioner support technologist or technician	Pharmacy Technicians	"Prepare medications under the direction of a pharmacist. May measure, mix, count out, label, and record amounts and dosages of medications according to prescription orders."		https://www.bls.gov/oes/current/oes292052.htm	Sam Smith|Oliver He			
OCCO:29205300	psychiatric technician	Class	health practitioner support technologist or technician	Psychiatric Technicians	"Care for individuals with mental or emotional conditions or disabilities, following the instructions of physicians or other health practitioners. Monitor patients' physical and emotional well-being and report to medical staff. May participate in rehabilitation and treatment programs, help with personal hygiene, and administer oral or injectable medications."		https://www.bls.gov/oes/current/oes292053.htm	Sam Smith|Oliver He			
OCCO:29205500	surgical technologist	Class	health practitioner support technologist or technician	Surgical Technologists	"Assist in operations, under the supervision of surgeons, registered nurses, or other surgical personnel. May help set up operating room, prepare and transport patients for surgery, adjust lights and equipment, pass instruments and other supplies to surgeons and surgeons' assistants, hold retractors, cut sutures, and help count sponges, needles, supplies, and instruments."		https://www.bls.gov/oes/current/oes292055.htm	Sam Smith|Oliver He			
OCCO:29205600	veterinary technologist or technician	Class	health practitioner support technologist or technician	Veterinary Technologists and Technicians	"Perform medical tests in a laboratory environment for use in the treatment and diagnosis of diseases in animals. Prepare vaccines and serums for prevention of diseases. Prepare tissue samples, take blood samples, and execute laboratory tests, such as urinalysis and blood counts. Clean and sterilize instruments and materials and maintain equipment and machines. May assist a veterinarian during surgery."		https://www.bls.gov/oes/current/oes292056.htm	Sam Smith|Oliver He			
OCCO:29205700	ophthalmic medical technician	Class	health practitioner support technologist or technician	Ophthalmic Medical Technicians	"Assist ophthalmologists by performing ophthalmic clinical functions. May administer eye exams, administer eye medications, and instruct the patient in care and use of corrective lenses."		https://www.bls.gov/oes/current/oes292057.htm	Sam Smith|Oliver He			
OCCO:29206100	licensed practical or licensed vocational nurse	Class	licensed practical or licensed vocational nurses	Licensed Practical and Licensed Vocational Nurses	"Care for ill, injured, or convalescing patients or persons with disabilities in hospitals, nursing homes, clinics, private homes, group homes, and similar institutions. May work under the supervision of a registered nurse. Licensing required."		https://www.bls.gov/oes/current/oes292061.htm	Sam Smith|Oliver He			
OCCO:29208100	"optician, dispensing"	Class	"optician, dispensing (broad)"	"Opticians, Dispensing"	"Design, measure, fit, and adapt lenses and frames for client according to written optical prescription or specification. Assist client with inserting, removing, and caring for contact lenses. Assist client with selecting frames. Measure customer for size of eyeglasses and coordinate frames with facial and eye measurements and optical prescription. Prepare work order for optical laboratory containing instructions for grinding and mounting lenses in frames. Verify exactness of finished lens spectacles. Adjust frame and lens position to fit client. May shape or reshape frames. Includes contact lens opticians."		https://www.bls.gov/oes/current/oes292081.htm	Sam Smith|Oliver He			
OCCO:29209100	orthotist or prosthetist	Class	miscellaneous health technologist or technician	Orthotists and Prosthetists	"Design, measure, fit, and adapt orthopedic braces, appliances or prostheses, such as limbs or facial parts for patients with disabling conditions."		https://www.bls.gov/oes/current/oes292091.htm	Sam Smith|Oliver He			
OCCO:29209200	hearing aid specialist	Class	miscellaneous health technologist or technician	Hearing Aid Specialists	"Select and fit hearing aids for customers. Administer and interpret tests of hearing. Assess hearing instrument efficacy. Take ear impressions and prepare, design, and modify ear molds."		https://www.bls.gov/oes/current/oes292092.htm	Sam Smith|Oliver He			
OCCO:29209901	neurodiagnostic technologist	Class	miscellaneous health technologist or technician	Neurodiagnostic Technologists	"Conduct electroneurodiagnostic (END) tests such as electroencephalograms, evoked potentials, polysomnograms, or electronystagmograms. May perform nerve conduction studies."		https://www.bls.gov/oes/current/oes292099.htm	Sam Smith|Oliver He			
OCCO:29209905	ophthalmic medical technologist	Class	miscellaneous health technologist or technician	Ophthalmic Medical Technologists	"Assist ophthalmologists by performing ophthalmic clinical functions and ophthalmic photography. Provide instruction and supervision to other ophthalmic personnel. Assist with minor surgical procedures, applying aseptic techniques and preparing instruments. May perform eye exams, administer eye medications, and instruct patients in care and use of corrective lenses."		https://www.bls.gov/oes/current/oes292099.htm	Sam Smith|Oliver He			
OCCO:29209908	patient representative	Class	miscellaneous health technologist or technician	Patient Representatives	"Assist patients in obtaining services, understanding policies and making health care decisions."		https://www.bls.gov/oes/current/oes292099.htm	Sam Smith|Oliver He			
OCCO:29909100	athletic trainer	Class	miscellaneous health practitioner or technical worker	Athletic Trainers	"Evaluate and treat musculoskeletal injuries or illnesses. Provide preventive, therapeutic, emergency, and rehabilitative care."		https://www.bls.gov/oes/current/oes299091.htm	Sam Smith|Oliver He			
OCCO:29909200	genetic counselor	Class	miscellaneous health practitioner or technical worker	Genetic Counselors	"Assess individual or family risk for a variety of inherited conditions, such as genetic disorders and birth defects. Provide information to other healthcare providers or to individuals and families concerned with the risk of inherited conditions. Advise individuals and families to support informed decisionmaking and coping methods for those at risk. May help conduct research related to genetic conditions or genetic counseling."		https://www.bls.gov/oes/current/oes299092.htm	Sam Smith|Oliver He			
OCCO:29909300	surgical assistant	Class	miscellaneous health practitioner or technical worker	Surgical Assistants	"Assist in operations, under the supervision of surgeons. May, in accordance with state laws, help surgeons to make incisions and close surgical sites, manipulate or remove tissues, implant surgical devices or drains, suction the surgical site, place catheters, clamp or cauterize vessels or tissue, and apply dressings to surgical site."		https://www.bls.gov/oes/current/oes299093.htm	Sam Smith|Oliver He			
OCCO:29909901	midwive	Class	miscellaneous health practitioner or technical worker	Midwives	Provide prenatal care and childbirth assistance.		https://www.bls.gov/oes/current/oes299099.htm	Sam Smith|Oliver He			
OCCO:31112100	home health aide	Class	home health or personal care aide	Home Health Aides	"Monitor the health status of an individual with disabilities or illness, and address their health-related needs, such as changing bandages, dressing wounds, or administering medication. Work is performed under the direction of offsite or intermittent onsite licensed nursing staff. Provide assistance with routine healthcare tasks or activities of daily living, such as feeding, bathing, toileting, or ambulation. May also help with tasks such as preparing meals, doing light housekeeping, and doing laundry depending on the patient's abilities."		https://www.bls.gov/oes/current/oes311121.htm	Sam Smith|Oliver He			
OCCO:31112200	personal care aide	Class	home health or personal care aide	Personal Care Aides	"Provide personalized assistance to individuals with disabilities or illness who require help with personal care and activities of daily living support (e.g., feeding, bathing, dressing, grooming, toileting, and ambulation). May also provide help with tasks such as preparing meals, doing light housekeeping, and doing laundry. Work is performed in various settings depending on the needs of the care recipient and may include locations such as their home, place of work, out in the community, or at a daytime nonresidential facility."		https://www.bls.gov/oes/current/oes311122.htm	Sam Smith|Oliver He			
OCCO:31113100	nursing assistant	Class	"nursing assistant, orderly, or psychiatric aide"	Nursing Assistants	"Provide or assist with basic care or support under the direction of onsite licensed nursing staff. Perform duties such as monitoring of health status, feeding, bathing, dressing, grooming, toileting, or ambulation of patients in a health or nursing facility. May include medication administration and other health-related tasks. Includes nursing care attendants, nursing aides, and nursing attendants."		https://www.bls.gov/oes/current/oes311131.htm	Sam Smith|Oliver He			
OCCO:31113200	orderly	Class	"nursing assistant, orderly, or psychiatric aide"	Orderlies	"Transport patients to areas such as operating rooms or x-ray rooms using wheelchairs, stretchers, or moveable beds. May maintain stocks of supplies or clean and transport equipment. Psychiatric orderlies are included in Psychiatric Aides."		https://www.bls.gov/oes/current/oes311132.htm	Sam Smith|Oliver He			
OCCO:31113300	psychiatric aide	Class	"nursing assistant, orderly, or psychiatric aide"	Psychiatric Aides	"Assist mentally impaired or emotionally disturbed patients, working under direction of nursing and medical staff. May assist with daily living activities, lead patients in educational and recreational activities, or accompany patients to and from examinations and treatments. May restrain violent patients. Includes psychiatric orderlies."		https://www.bls.gov/oes/current/oes311133.htm	Sam Smith|Oliver He			
OCCO:31201100	occupational therapy assistant	Class	occupational therapy assistant or aide	Occupational Therapy Assistants	"Assist occupational therapists in providing occupational therapy treatments and procedures. May, in accordance with state laws, assist in development of treatment plans, carry out routine functions, direct activity programs, and document the progress of treatments. Generally requires formal training."		https://www.bls.gov/oes/current/oes312011.htm	Sam Smith|Oliver He			
OCCO:31201200	occupational therapy aide	Class	occupational therapy assistant or aide	Occupational Therapy Aides	"Under close supervision of an occupational therapist or occupational therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing patient and treatment room."		https://www.bls.gov/oes/current/oes312012.htm	Sam Smith|Oliver He			
OCCO:31202100	physical therapist assistant	Class	physical therapist assistant or aide	Physical Therapist Assistants	"Assist physical therapists in providing physical therapy treatments and procedures. May, in accordance with state laws, assist in the development of treatment plans, carry out routine functions, document the progress of treatment, and modify specific treatments in accordance with patient status and within the scope of treatment plans established by a physical therapist. Generally requires formal training."		https://www.bls.gov/oes/current/oes312021.htm	Sam Smith|Oliver He			
OCCO:31202200	physical therapist aide	Class	physical therapist assistant or aide	Physical Therapist Aides	"Under close supervision of a physical therapist or physical therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing the patient and the treatment area."		https://www.bls.gov/oes/current/oes312022.htm	Sam Smith|Oliver He			
OCCO:31901100	massage therapist	Class	massage therapist (broad)	Massage Therapists	"Perform therapeutic massages of soft tissues and joints. May assist in the assessment of range of motion and muscle strength, or propose client therapy plans."		https://www.bls.gov/oes/current/oes319011.htm	Sam Smith|Oliver He			
OCCO:31909100	dental assistant	Class	miscellaneous healthcare support occupation	Dental Assistants	"Perform limited clinical duties under the direction of a dentist. Clinical duties may include equipment preparation and sterilization, preparing patients for treatment, assisting the dentist during treatment, and providing patients with instructions for oral healthcare procedures. May perform administrative duties such as scheduling appointments, maintaining medical records, billing, and coding information for insurance purposes."		https://www.bls.gov/oes/current/oes319091.htm	Sam Smith|Oliver He			
OCCO:31909200	medical assistant	Class	miscellaneous healthcare support occupation	Medical Assistants	"Perform administrative and certain clinical duties under the direction of a physician. Administrative duties may include scheduling appointments, maintaining medical records, billing, and coding information for insurance purposes. Clinical duties may include taking and recording vital signs and medical histories, preparing patients for examination, drawing blood, and administering medications as directed by physician."		https://www.bls.gov/oes/current/oes319092.htm	Sam Smith|Oliver He			
OCCO:31909300	medical equipment preparer	Class	miscellaneous healthcare support occupation	Medical Equipment Preparers	"Prepare, sterilize, install, or clean laboratory or healthcare equipment. May perform routine laboratory tasks and operate or inspect equipment."		https://www.bls.gov/oes/current/oes319093.htm	Sam Smith|Oliver He			
OCCO:31909400	medical transcriptionist	Class	miscellaneous healthcare support occupation	Medical Transcriptionists	"Transcribe medical reports recorded by physicians and other healthcare practitioners using various electronic devices, covering office visits, emergency room visits, diagnostic imaging studies, operations, chart reviews, and final summaries. Transcribe dictated reports and translate abbreviations into fully understandable form. Edit as necessary and return reports in either printed or electronic form for review and signature, or correction."		https://www.bls.gov/oes/current/oes319094.htm	Sam Smith|Oliver He			
OCCO:31909500	pharmacy aide	Class	miscellaneous healthcare support occupation	Pharmacy Aides	"Record drugs delivered to the pharmacy, store incoming merchandise, and inform the supervisor of stock needs. May operate cash register and accept prescriptions for filling."		https://www.bls.gov/oes/current/oes319095.htm	Sam Smith|Oliver He			
OCCO:31909600	veterinary assistant or laboratory animal caretaker	Class	miscellaneous healthcare support occupation	Veterinary Assistants and Laboratory Animal Caretakers	"Feed, water, and examine pets and other nonfarm animals for signs of illness, disease, or injury in laboratories and animal hospitals and clinics. Clean and disinfect cages and work areas, and sterilize laboratory and surgical equipment. May provide routine postoperative care, administer medication orally or topically, or prepare samples for laboratory examination under the supervision of veterinary or laboratory animal technologists or technicians, veterinarians, or scientists."		https://www.bls.gov/oes/current/oes319096.htm	Sam Smith|Oliver He			
OCCO:31909700	phlebotomist	Class	miscellaneous healthcare support occupation	Phlebotomists	"Draw blood for tests, transfusions, donations, or research. May explain the procedure to patients and assist in the recovery of patients with adverse reactions."		https://www.bls.gov/oes/current/oes319097.htm	Sam Smith|Oliver He			
OCCO:31909901	speech-language pathology assistant	Class	miscellaneous healthcare support occupation	Speech-Language Pathology Assistants	"Assist speech-language pathologists in the assessment and treatment of speech, language, voice, and fluency disorders. Implement speech and language programs or activities as planned and directed by speech-language pathologists. Monitor the use of alternative communication devices and systems."		https://www.bls.gov/oes/current/oes319099.htm	Sam Smith|Oliver He			
OCCO:31909902	endoscopy technician	Class	miscellaneous healthcare support occupation	Endoscopy Technicians	Maintain a sterile field to provide support for physicians and nurses during endoscopy procedures. Prepare and maintain instruments and equipment. May obtain specimens.		https://www.bls.gov/oes/current/oes319099.htm	Sam Smith|Oliver He			
OCCO:33101100	first-line supervisor of correctional officer	Class	first-line supervisor of law enforcement worker	First-Line Supervisors of Correctional Officers	Directly supervise and coordinate activities of correctional officers and jailers.		https://www.bls.gov/oes/current/oes331011.htm	Sam Smith|Oliver He			
OCCO:33101200	first-line supervisor of police or detective	Class	first-line supervisor of law enforcement worker	First-Line Supervisors of Police and Detectives	Directly supervise and coordinate activities of members of police force.		https://www.bls.gov/oes/current/oes331012.htm	Sam Smith|Oliver He			
